MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
02:1d:d6:02:1f:50,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:14:54,1,-86,42.3716963106601,-83.0817668711737,163.038238195508,12,WIFI
74:9d:dc:72:e6:81,2WIRE329,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:44:59,10,-98,42.3721582730611,-83.0814105209066,162.133831464229,8,WIFI
00:1e:52:78:71:7c,ESI backup,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:52:44,1,-99,42.3754252079396,-83.0804412715256,157.585964402711,8,WIFI
f8:0b:be:10:8c:20,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:52:54,11,-93,42.3758499402889,-83.0807209334259,159.202623611168,6,WIFI
08:86:3b:29:c6:de,belkin.6de,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2013-09-12 13:46:56,1,-91,42.3737306112165,-83.080341047311,159.950027358569,12,WIFI
00:18:39:e9:b3:bb,linksys,[ESS],2013-09-12 13:45:20,6,-92,42.3723150488337,-83.0820930170075,163.808650884335,8,WIFI
00:1d:d6:0a:42:f0,HOME-42F2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:54:24,11,-97,42.3779794443387,-83.0756084488017,156.298022904581,6,WIFI
7c:bf:b1:69:d6:70,ATT168,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:47:45,1,-94,42.3752591304288,-83.0798816292216,155.161339650718,6,WIFI
64:0f:28:44:84:b1,2WIRE767,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:19:35,7,-94,42.3697581344334,-83.0790089195223,158.345386314675,8,WIFI
00:22:3f:67:c2:e8,jeanette,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:55:51,6,-88,42.3798254389819,-83.0705017614488,157.531639798358,8,WIFI
64:0f:28:e0:09:e9,2WIRE278,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:17:19,7,-90,42.371225456961,-83.0811298476537,156.227387134995,6,WIFI
f8:0b:be:27:98:e0,ATT784,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:56:39,1,-95,42.3812636514443,-83.0698107703456,160.011807675984,6,WIFI
02:1d:d4:37:83:70,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:48:20,11,-97,42.3756043018079,-83.078625079157,153.754253289687,8,WIFI
c4:39:3a:49:63:f8,HOME-63F8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:50:34,10,-99,42.3740023811052,-83.0830765842495,158.709627972631,8,WIFI
c4:39:3a:49:63:f9,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:50:34,10,-99,42.3740023811052,-83.0830765842495,158.709627972631,8,WIFI
68:bc:0c:f6:8a:91,JUD-Guest,[ESS],2013-09-12 13:47:10,6,-91,42.3739405649035,-83.0796154112488,156.271168410991,16,WIFI
68:bc:0c:f6:8a:90,,[WPA2-EAP-CCMP][ESS],2013-09-12 13:52:59,6,-87,42.3760534027338,-83.0808250868934,159.851370691554,6,WIFI
08:86:3b:98:1f:a5,belkin.fa5,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2013-09-12 14:19:47,11,-84,42.3699727132083,-83.078627707269,159.075707794993,8,WIFI
cc:35:40:4c:5d:79,HOME-5D79,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:43:46,1,-94,42.3715037535946,-83.0789353649093,159.913915030275,16,WIFI
40:b7:f3:4d:d7:b0,ATT808,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:56:10,6,-87,42.380244159015,-83.0693767263511,158.448638156555,6,WIFI
00:17:3f:ea:85:71,Papa&Nina,[WPA-PSK-TKIP][ESS],2013-09-12 13:44:56,1,-94,42.3722383410398,-83.0813321998095,162.050731989011,6,WIFI
00:24:56:9f:2b:99,2WIRE332,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:48:44,2,-97,42.3758456391958,-83.0786319649853,155.555657720527,24,WIFI
00:23:75:29:a0:50,1230 1445,[WEP][ESS],2013-09-12 14:19:36,6,-85,42.3697955031265,-83.0789775551214,158.442843179094,6,WIFI
b8:e6:25:ac:8c:89,2WIRE734,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:15:24,11,-99,42.3711850341333,-83.0806484502749,163.989070335733,8,WIFI
00:1d:d5:98:7c:00,HOME-7C02,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:19:29,1,-97,42.3697423875531,-83.0792582964773,159.505471123516,6,WIFI
90:b1:34:e2:4a:80,ATT576,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:42:39,1,-86,42.3704981646297,-83.0796432915521,160.559286020732,8,WIFI
20:e5:64:20:2c:b0,ATT808,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:58:48,6,-92,42.3791149210411,-83.0758565235911,163.080356425785,6,WIFI
00:1c:f0:f7:62:fd,,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 14:18:55,4,-92,42.3698582456689,-83.0803301746563,159.574724975343,6,WIFI
c4:39:3a:11:46:eb,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:02:26,1,-94,42.3752897245105,-83.0860383710418,160.689078243921,8,WIFI
c4:39:3a:11:46:ea,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:12:30,1,-94,42.3742283462837,-83.0860062746215,163.097853846803,8,WIFI
00:1e:4a:df:fd:30,DWCHA,[WEP][ESS],2013-09-12 14:20:22,5,-77,42.3703805596368,-83.0774290536058,162.119588677067,24,WIFI
b8:e6:25:76:37:61,2WIRE599,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:13:16,11,-87,42.3732811844738,-83.0849672239812,159.641293041687,6,WIFI
5e:57:1a:ec:71:50,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:01:27,11,-93,42.376481587628,-83.0829919011498,161.852677492619,12,WIFI
00:26:f3:cf:ed:da,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:01:53,6,-98,42.3759568482034,-83.084330928079,162.156679215509,6,WIFI
b0:77:ac:f4:e9:a0,ATT544,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:55:37,6,-94,42.3795613951502,-83.0712976441628,156.675268415437,6,WIFI
7c:bf:b1:e4:53:40,ATT512,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:15:53,6,-98,42.3714332720485,-83.0800452254671,159.795993354128,6,WIFI
00:18:0a:35:91:d8,THC GUEST,[ESS],2013-09-12 13:49:15,1,-94,42.375283280101,-83.0801998758755,159.505663123997,12,WIFI
38:6b:bb:20:2a:b0,ATT600,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:12:26,6,-97,42.3743606980014,-83.0859136875447,163.148617812459,8,WIFI
00:26:50:b6:b8:d9,Travis,[ESS],2013-09-12 14:09:29,1,-92,42.377723215772,-83.0848678911128,162.826627406909,12,WIFI
1c:14:48:59:92:70,ATT392,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:11:50,6,-95,42.3749931262445,-83.0840459653046,161.132153899547,8,WIFI
c4:3d:c7:8d:0e:5a,RUTH-PC_Network,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 13:49:26,4,-93,42.3750612730138,-83.0806967831072,157.472013968548,8,WIFI
90:b1:34:a3:b1:50,ATT128,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:58:36,6,-95,42.3793380629916,-83.0752365434722,161.872484911809,6,WIFI
5e:57:1a:ec:69:50,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:43:54,11,-90,42.371871214122,-83.0791833279629,159.85725850597,6,WIFI
40:b7:f3:6e:ab:20,ATT088,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:07:42,6,-94,42.3792132792492,-83.0809121783183,158.670847125063,6,WIFI
20:e5:64:01:b0:20,ATT840,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:00:06,6,-97,42.3778029418469,-83.0791561525349,165.265115748517,8,WIFI
c0:c1:c0:e0:4e:49,Davis Family,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:03:38,11,-97,42.3765957733901,-83.0847305851789,158.125664600246,6,WIFI
e0:46:9a:42:b8:87,Euconda345,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:02:06,1,-98,42.375701765958,-83.08496453472,161.355873388309,6,WIFI
84:db:2f:07:58:ed,OverdrivePro8ED,[WPA2-PSK-CCMP][ESS],2013-09-12 14:00:46,3,-97,42.3771258531481,-83.0810350849459,163.206971915534,12,WIFI
d8:b3:77:b4:67:ee,CCP,[WPA2-PSK-CCMP][ESS],2013-09-12 14:19:21,1,-95,42.3696674193199,-83.0795174606587,159.416466916779,8,WIFI
1c:af:f7:d3:e7:49,Glados,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],2013-09-12 13:43:02,6,-94,42.3707951376059,-83.0787764855607,158.791971496636,6,WIFI
c0:c1:c0:ef:0b:1c,The Joneses,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:14:58,11,-82,42.3714863205715,-83.0816826861912,163.882740058058,8,WIFI
94:cc:b9:b5:dd:b0,ATT960,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:41:13,6,-96,42.3702434188811,-83.0800234423727,164.533727141585,6,WIFI
28:16:2e:7d:c6:41,2WIRE465,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:42:55,4,-98,42.3707043788589,-83.0790712676232,159.563247038763,12,WIFI
00:1d:d1:1f:25:60,noSuchObject,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:13:09,11,-87,42.3732383160684,-83.0852451842148,160.234711494797,6,WIFI
02:1d:d6:2c:62:20,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:46:09,11,-81,42.3733811542883,-83.0812917551937,161.532901337318,12,WIFI
00:1d:d5:88:69:b0,HOME-69B2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:48:12,6,-85,42.3754430235064,-83.0790470814122,154.692361238865,8,WIFI
c4:39:3a:49:63:fa,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:52:50,10,-99,42.3756856725636,-83.0806113479093,159.212056096928,4,WIFI
c4:39:3a:49:63:fb,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:50:34,10,-97,42.3740023811052,-83.0830765842495,158.709627972631,8,WIFI
b8:16:19:38:46:50,Bill Wi_ The Science Fi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-11 19:41:21,1,-99,42.3702684789527,-83.0798464837991,166.249844546129,8,WIFI
20:e5:2a:86:62:40,ATT7943,[WPA2-PSK-CCMP][ESS],2013-09-12 14:17:30,1,-85,42.3708734609737,-83.0811835426046,156.109564836383,4,WIFI
00:1d:d3:48:13:f0,HOME-13F2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:58:01,1,-99,42.3798568302248,-83.0737339533371,161.321044571667,6,WIFI
9c:d3:6d:b0:2f:5c,2WIRE630_EXT,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:50:47,9,-93,42.3742200702059,-83.0824675637322,157.200478158855,8,WIFI
00:18:0a:33:26:8e,PEC High School Wireless,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:20:08,11,-97,42.3701156582097,-83.0781313784558,159.082521187258,12,WIFI
00:1d:d5:11:61:f0,apartment209,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:47:06,6,-92,42.3738818934734,-83.0797824457548,156.683298880511,8,WIFI
20:e5:64:0b:79:d0,ATT296,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:58:56,6,-97,42.3789851611764,-83.0762923716582,165.519739066041,8,WIFI
b8:e6:25:33:ce:a1,2WIRE827,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:46:09,2,-79,42.3733811542883,-83.0812917551937,161.532901337318,12,WIFI
02:1d:d5:12:b8:10,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:12:56,11,-96,42.3735974046019,-83.0854790146276,161.27937082881,6,WIFI
00:26:f3:cf:ed:d8,CESAR,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:01:53,6,-97,42.3759568482034,-83.084330928079,162.156679215509,6,WIFI
00:26:f3:cf:ed:d9,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:03:13,6,-99,42.3761346654496,-83.0861040176744,159.280266350106,8,WIFI
4c:60:de:28:c3:7f,PDottie-PC_Network,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 14:00:59,11,-95,42.3769616785574,-83.0816167685281,163.282899436693,6,WIFI
e8:89:2c:66:2a:50,HOME-2A52,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:47:12,6,-92,42.3740209310959,-83.0795796950617,156.115934582938,8,WIFI
20:e5:2a:8c:36:17,ATT5385,[WPA2-PSK-CCMP][ESS],2013-09-12 14:13:53,1,-95,42.3738555444446,-83.0832644439935,155.702387416328,6,WIFI
98:fc:11:58:05:2f,FunnyDolphin-guest,[ESS],2013-09-12 13:53:16,6,-99,42.3764567873799,-83.0797147586146,157.270584911747,8,WIFI
98:fc:11:58:05:2e,FunnyDolphin,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:54:28,6,-97,42.378073454955,-83.0753758581954,155.567653110331,4,WIFI
00:26:f3:66:10:1a,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1969-12-31 19:00:00,1,-99,42.3717082350305,-83.0766609438011,0,14.2200622558594,WIFI
38:6b:bb:3b:36:d0,ATT176,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:19:34,1,-90,42.3697322906223,-83.0790609430037,158.352828824416,8,WIFI
f8:ed:a5:04:67:80,HOME-6782,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:19:43,11,-97,42.3699313821925,-83.0787378160263,158.96461830393,6,WIFI
b0:e7:54:cc:54:29,2WIRE222,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:45:48,8,-95,42.3731006887151,-83.0819599967291,162.931865203443,6,WIFI
00:03:93:eb:4a:92,Edgewood,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:02:16,1,-97,42.3755036786637,-83.0854974676542,160.477737441528,12,WIFI
00:1d:d4:e1:20:d0,Yeung,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:15:05,11,-79,42.3712386849217,-83.0814354822329,166.485689249627,6,WIFI
e8:89:2c:e1:b5:40,HOME-B542,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:11:40,6,-87,42.3754359705221,-83.0843055574635,160.103643460729,6,WIFI
76:44:01:46:69:d7,NETGEAR-Guest,[WPA2-PSK-CCMP][ESS],2013-09-12 13:45:30,11,-94,42.3727330754322,-83.0823480168751,163.680897442923,8,WIFI
ea:89:2c:66:e6:60,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:15:05,11,-91,42.3712386849217,-83.0814354822329,166.485689249627,6,WIFI
7c:bf:b1:ed:58:b0,ATT728,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:01:54,11,-98,42.3759265942755,-83.0843820721007,162.097084160762,6,WIFI
00:18:e7:eb:da:c1,dlink,[WPS][WEP][ESS],2013-09-12 14:08:48,5,-83,42.3780763190134,-83.0840638174377,162.360702415778,16,WIFI
00:3a:98:c0:ce:70,RJWilliams,[WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:15:28,5,-94,42.3712482543699,-83.0804798169747,161.984428431752,6,WIFI
00:21:7c:96:9b:81,2WIRE871,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:49:45,2,-94,42.3748118683292,-83.0815009956004,158.480047884029,8,WIFI
c4:39:3a:27:73:89,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:56:36,1,-98,42.3812853090658,-83.0695922525044,159.702330427716,6,WIFI
94:cc:b9:c1:51:d0,ATT584,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:02:22,6,-94,42.3753739185871,-83.0858444249771,160.564519817517,8,WIFI
02:1d:d5:26:e5:50,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:49:34,11,-90,42.3749552537422,-83.0810106213955,157.039734956525,12,WIFI
58:6d:8f:48:07:c7,Farseesat,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:12:34,6,-95,42.3740642331192,-83.0858983753252,163.0475562853,6,WIFI
00:24:36:9b:0d:29,La Merde Sans Fils,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:13:16,6,-83,42.3732811844738,-83.0849672239812,159.641293041687,6,WIFI
00:21:7c:1e:75:b1,2WIRE499,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:49:43,7,-90,42.3748413179012,-83.0813825124225,157.386458753324,8,WIFI
00:1d:d5:88:6e:e0,HOME-6EE2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:19:17,6,-98,42.36964110885,-83.0796039789665,159.32443654849,8,WIFI
68:86:a7:52:63:50,RDG-PRIVATE,[WPA2-PSK-CCMP][ESS],2013-09-12 14:21:22,9,-98,42.3702211014602,-83.0793994929534,161.009937446199,6,WIFI
02:1d:d4:12:e3:30,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:15:04,11,-94,42.3712676322343,-83.0814980033343,166.880063522481,6,WIFI
00:15:ff:46:92:4a,MiFi4620LE Jetpack 924A Secure,[WPA2-PSK-CCMP][ESS],2013-09-12 14:20:57,1,-88,42.3705917582675,-83.0783112001807,165.528136003494,8,WIFI
b0:77:ac:ef:9a:80,ATT608,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:08:44,1,-87,42.3781331453787,-83.0838607084081,159.918652718954,8,WIFI
44:32:c8:fb:7c:00,HOME-7C00,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:42:57,11,-94,42.370722154737,-83.0790020639952,159.357810561896,8,WIFI
74:44:01:46:69:d6,Willie,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 13:45:30,11,-95,42.3727330754322,-83.0823480168751,163.680897442923,8,WIFI
ec:1a:59:0a:86:1e,belkin.61e,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 13:45:48,6,-95,42.3731006887151,-83.0819599967291,162.931865203443,6,WIFI
00:24:b2:e1:74:11,NETGEAR,[WPA-PSK-TKIP][WPS][ESS],2013-09-12 14:09:46,2,-94,42.3775077150483,-83.0856330171038,161.725165620083,6,WIFI
e8:89:2c:37:4c:c0,HOME-4CC2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:08:58,6,-98,42.3779458480918,-83.0844409745802,162.470832125875,8,WIFI
00:1d:d5:9a:90:10,HOME-9012,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:18:40,1,-94,42.3702974080405,-83.0805461356132,157.918932787686,6,WIFI
ac:5d:10:02:76:99,2WIRE781,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:44:27,11,-94,42.3726431734438,-83.0801922016633,162.218292654296,6,WIFI
cc:35:40:4e:07:31,HOME-0731,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:18:49,11,-97,42.3700854926041,-83.0805446471859,159.501676248445,8,WIFI
c8:d7:19:3e:1f:f2,I AM SHERLOCKED,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 13:46:15,2,-86,42.373468888485,-83.0811261554523,161.149622330421,12,WIFI
b8:e6:25:90:34:51,2WIRE743,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:15:13,9,-95,42.3711109105969,-83.0811585033765,164.807759209577,8,WIFI
00:1e:c7:e5:90:f9,2WIRE214,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:44:22,11,-99,42.3726961588403,-83.0800259150799,161.802295306748,8,WIFI
c4:39:3a:27:73:8b,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:56:36,1,-99,42.3812853090658,-83.0695922525044,159.702330427716,6,WIFI
5e:57:1a:ec:61:d0,,[WPA2-PSK-CCMP][ESS],2013-09-12 13:44:57,11,-98,42.3722127297748,-83.0813627096629,162.045614174228,6,WIFI
e0:91:f5:a8:73:e0,N200004_Network,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 14:15:52,2,-97,42.3714212016342,-83.0800641637995,159.776145339567,6,WIFI
00:21:1c:7b:26:43,kccguest,[ESS],2013-09-12 14:20:24,11,-80,42.3704071876215,-83.0773093490097,163.27764140165,24,WIFI
00:21:1c:7b:26:42,,[WPA-PSK-TKIP][ESS],2013-09-12 14:20:16,11,-86,42.3702889429711,-83.0777433954334,159.987192398863,8,WIFI
00:21:1c:7b:26:41,,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2013-09-12 14:20:20,11,-83,42.3703572047648,-83.0775537778242,161.164483871947,16,WIFI
00:21:1c:7b:26:40,,[WPA-EAP-TKIP][WPA2-EAP-CCMP][ESS],2013-09-12 14:20:26,11,-78,42.3704272652678,-83.0772080035038,164.462264191678,16,WIFI
e8:6d:52:90:4c:80,ATT776,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:44:48,6,-92,42.3723558402964,-83.0810673137352,162.304075212629,8,WIFI
5e:57:1a:ec:bc:70,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:15:07,6,-94,42.3711808148831,-83.0813612642362,165.16298624415,6,WIFI
ea:89:2c:e2:b1:e0,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:00:54,1,-95,42.3770502097407,-83.0813595660374,163.32250808154,6,WIFI
00:26:f3:41:f8:ba,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:18:52,1,-93,42.3699482107248,-83.0804531458499,160.891003405142,6,WIFI
20:e5:64:ba:09:00,ATT216,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:43:58,11,-98,42.3720483411622,-83.0793004374055,161.166417080885,8,WIFI
00:23:15:22:ae:e5,D1234567-12930,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 13:46:53,9,-86,42.3736712631773,-83.0805395275822,160.669112386612,12,WIFI
24:de:c6:a3:d5:53,DPN-WiFi,[WPA2-PSK-CCMP][ESS],2013-09-11 20:36:59,11,-98,42.370379823065,-83.079838024657,182.696722250114,8,WIFI
24:de:c6:a3:d5:52,DPN-WiFi,[WPA2-PSK-CCMP][ESS],2013-09-11 23:01:31,11,-98,42.3700999231996,-83.0799927380405,171.611355984435,12,WIFI
ea:89:2c:e1:b5:40,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:11:38,6,-95,42.3755319353104,-83.0843787098348,161.237986465619,4,WIFI
64:0f:28:f6:39:c9,2WIRE631,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 13:49:52,4,-92,42.3747240102203,-83.0818338114552,160.359863353304,12,WIFI
c0:83:0a:a5:ae:19,2WIRE594,[ESS],2013-09-12 13:44:24,11,-97,42.3726571051628,-83.0800969923153,161.9479422584,6,WIFI
00:23:eb:0a:75:41,,[ESS],2013-09-12 14:20:05,1,-84,42.3700958034346,-83.078225194201,159.053656219158,8,WIFI
00:23:eb:0a:75:42,SummerSch09,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2013-09-12 14:19:58,1,-90,42.370063763191,-83.0783759416267,159.390698733629,8,WIFI
00:26:f3:41:f8:bb,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2013-09-12 14:17:33,1,-81,42.3707725927808,-83.0811804385241,156.190618296288,6,WIFI
e8:89:2c:6b:e6:e0,Casa de Flores,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:10:52,11,-94,42.3771681006651,-83.0859750019364,152.501224879094,8,WIFI
c4:3d:c7:a6:0f:d6,PEPPER = CABLEGANG,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2013-09-12 14:15:10,5,-97,42.3711030868228,-83.0812789881886,164.918554024825,8,WIFI
2c:b0:5d:3c:62:aa,NETGEAR40,[WPA2-PSK-CCMP][WPS][ESS],2013-09-12 13:43:51,7,-88,42.3717429273407,-83.0790636033578,158.229278140736,8,WIFI
24:de:c6:a3:cb:53,DPN-WiFi,[WPA2-PSK-CCMP][ESS],2013-09-12 14:19:07,6,-94,42.3699022927932,-83.0797776175453,159.788295514148,6,WIFI
00:26:f3:61:7f:49,,[WPA2-PSK-CCMP][ESS],2013-09-12 14:17:40,1,-85,42.370597853968,-83.0810880923225,155.95680426832,6,WIFI
b0:77:ac:f0:6f:90,My home 152,[WEP][ESS],2013-09-12 13:45:43,11,-95,42.3730008301868,-83.082161765848,163.324621500967,8,WIFI
